client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
06aaee8c80892e6f6b781d722ae639db56e4909b0f06db773a11d23b768352b9f57f1b1193c94fe7f954c3536936fc152f05098b6ed6f7adb7deef11a1171ad2	common_voice_vi_28846908.mp3	Hương thu còn thoảng đâu đây bên thềm	2	0				vi	
184be732665f16b3cec29f544e8e54f02871bb32540c24d394a3dc2fff2ab255ee07f32b17884c982e78984e193de90eb1a057da9d160b26f80dbaf9f37682d5	common_voice_vi_26942577.mp3	Gió đông lạnh heo may về khắp lối.	2	0				vi	
192c47c6806efc218151a43d962960ed6e2850afe493aee6786c3b0b755d9753a9f7e4442cb3af4cfe4bc0d3ec8120b28df4a068f334c31017f69adfaf6fd5c6	common_voice_vi_25112168.mp3	Sao anh vội về ngay?	2	0				vi	
2f5a7eadfd319fc2c8d0ffbaa896e4c43be84fca07b205897afcfc0401a65b1cff7d05f3f998a6d3756d62a5e60a094c63b6170fecb57db7d36e416b04ef4e45	common_voice_vi_26136615.mp3	Ngày em đi cất nhẹ gót quay về	2	0	thirties	male		vi	
39cd5b42aabbdc3284e94f99bf0095fb35fc10efc9b43887d471d2747bd262a51d248e77f6459f17b876db3ff471b3e1d9a55656b433d37ea16d530b68dd38e3	common_voice_vi_27152897.mp3	Anh đã biết tình kia là không thể	2	0				vi	
39f76fc4fb0a1e215b3caff05e5e43a3bdd7a638af88898c94da4faaba3fffdb1510364f71249cf1566a39d6288b230333df4606f2909f24d17b13fe0a0ae49f	common_voice_vi_23965605.mp3	Cây cỏ tỉnh táo	2	1				vi	
3e96b24cc341935d0223194107abb277f4fac795dd003e9639ac9479a0e52ab5d447c614589551261dc3906b5fbb08fa6edc24a4ffdb05b90775b8afede83fcd	common_voice_vi_25202224.mp3	sự dằn vặt	2	0	twenties	male		vi	
402fc1cfdb03e0c60c80ec73868a383c011df72c2b5bb12cc10ef2a73c415e6d8d40b4c5b1f8a89235f588066b5ce899ff4372fc7f778ead105175e353a6c19b	common_voice_vi_27651857.mp3	Vợ tôi cũng bị một chiếc xe như vậy	2	0				vi	
4082beb13201ee76dd93d8e5d5fb487f4f9ca0b3e70b49fdeb508e8804d50b830434b87fe9f680d5186e1084f58df931f433532e021fdaba6ea2a8d06149d501	common_voice_vi_24994690.mp3	Em không trả lời	2	0				vi	
49d0f6985410e2931103c0cb2d4707cf1afcd5928f9b2af1a52a4b5e56dd831fbb2bf809e1f725c8d1bd8c37450a199045599e6318fcf4ab4f856dc49d739571	common_voice_vi_28098693.mp3	Xã hội phát triển thông tin được cập nhật trên internet liên tục	2	0				vi	
4e59f9ea20c5426b330c30249a22d7713aead1c4f4cd03268145a2127ac026d3cf43ec1f49cf245e6b236428692625ba354e73a2d7f22497f429558c1846adf2	common_voice_vi_30646474.mp3	mẹ lại cầm tay của em lẩm bẩm	2	0	twenties	male	Mỹ	vi	
61a3bdce724f826cd1b2381b019e286fc7dfc0db75b8068c2cec5b0f7eb69302c94763414411c2d574fe4362f33f179ee99bc3de2d7c148879c582574bbb274e	common_voice_vi_23847785.mp3	Vừa muốn nói thì lại thừ người ra	2	0				vi	
63e41b3901b8659a459c4c41c48ef705d616b0789fa380f81faf7284937e1bbd9213ab197fc421cf10e1cd4c32f42a1a453679ca5a17912bb4114df1bacc1add	common_voice_vi_30393320.mp3	Hương men say man mác của mùa thu	2	0	twenties	male		vi	
6aecd90c1a2adff1eadd2d0cc87ebc42e7cf142cb72b285219bd918cd2cb7bd4b0bbc6df965b00265e841386c30f07d0e31f153bc2a9a956abda86113105f41d	common_voice_vi_23950004.mp3	Bà bói liền đáp lại	2	0				vi	
7ccd6addb444d6f2f912ec5ea9760b1a1e75a8b7d611c387e77bd2c3e26516a09b5c0b6bf2bc891f1c00d961fb47c62906af5f45b6d76fb3218adacd93e2e981	common_voice_vi_25911366.mp3	Tô thắm sắc cho vườn hoa sống động	2	0				vi	
9c2476fee1936dbde99533a089f6af11b9eca8e9c588a81b75c9796ead98e3f05c06f952604ca510d414ec3b1d263e8de1a66b769c0c19a5c96d0d1b266aa8f8	common_voice_vi_30519756.mp3	Không heo may cũng chẳng cúc rợp chiều	2	0				vi	
9fad26478fe420aa660c57e6fe7baebd2ed5b1e1dd24647297d06327ad51f07f5b8c7f77376e08d9d26b3cf84e8bfa8b9bc55ecbbf44a3025abbb8a3bb9e98a3	common_voice_vi_24855914.mp3	Vậy phải xem số trời thế nào	2	0				vi	
b22f7efd34e0a2309c21605c7fd0f76315c00101da38aec27bf2599b14ab42b140545ae928bf58b02399b588fd40fdd7b0ce3e74ccef3a1b8590d522e9923095	common_voice_vi_25117161.mp3	Gió hãi hùng giật rú từng cơn	2	0				vi	
b278a6913be2ea29c0c02efdfe0a167bae9b3268d7670980267c84a50c97ee5b7879e237a11ec618db1f9e0b9e7ccd182dffcc5d8513ba5b05c3545ec0257bfb	common_voice_vi_27549962.mp3	Để sớm mai sương giăng mành thổn thức	2	0				vi	
b81d9cd6272fec6ad395115b779f56d164a8af14c1215b8937cb3352fd2bce179a039a748fd9c0d9e606fdf71c75a3230a6de5f188bb25baa404958951db7655	common_voice_vi_23690373.mp3	Na ngoan của mẹ	2	0				vi	
bc578dd19d487dbca0a1b0baae2636fb0a2371655ac0e56cf3cef684bb6ddbc431ef17ae0747e6b6f376976bfe0627f9b176145b0f2b222729059f25d0353aee	common_voice_vi_26160952.mp3	Dắt tay em, bước bên thềm hạnh phúc!	2	1				vi	
d08d47a3036239774693e214577ec0b89da7bab8a4bd28fb6c2c724a190d2d80fcb5f15323dba2504058e54965d40dbffb26185a4edba9b5e290fd3ccb4bb73a	common_voice_vi_30579166.mp3	tao nghĩ ma cũng chẳng có gì đáng sợ	2	0	twenties	female		vi	
d4c019b53fcd63df6a2a2dc264d590a248638f72085f15fae0fa0e438a62d34f3ae6b62059c4f27e327860573dfc5dbee8001ba3726684ec73b108e406e598be	common_voice_vi_26424933.mp3	Trên thảm cỏ mấy hạt còn chưa nở	2	0				vi	
dbe531f3ec3b4b08ae7cab203abde8ec58d684f8bc07cb6cf39fa0688a57210186733f570a36dec1a6af50ad3f9db36add93084185e283dbe15f43f9e1c16d11	common_voice_vi_28354829.mp3	Bất ngờ cánh cửa trên tầng đóng sập lại	2	0				vi	
dd0f5c3be2ad5bf5f15496017603491be116310c5dd81e892bbf4f005ff62c535ed5aebf10f9c786f83b7fea48ff7a616f6dc3a6f5dd3825946051d1b3270d4d	common_voice_vi_26559098.mp3	Phải về quán nằm nghỉ lúc nào khỏe thì đi	2	1				vi	
e114dc061e82c39832b98194fb8315de272d187aacdff1f834004f6f177a2c58639cfa648592ccc181f2a6b25522dcf530a2a0c66f81161a470f7c369e5e4c9c	common_voice_vi_23397238.mp3	Thảo cố hết sức đạp vào người của em để ra ngoài	2	0				vi	
eb2039027e12746b38b7da0edb92323304bda0f7060f299e00ab661300b509347fd2812d76cb12f748069958d49b6051d1f5d0eb1b2147e3341e995ac509fcb8	common_voice_vi_27875885.mp3	mẹ em làm việc	2	0				vi	
f6e8d74623cf209c3cc497d5ccbe2ab78951949a066c3246e1bb4aefc14418cec5ba201a97d39e738f36382a6f83c372647236a40951e3acf78bd7a53fea8d05	common_voice_vi_24976644.mp3	Chẳng hiểu trinh đang nhìn cái gì trên đùi	2	0				vi	
244e585593b49da99068ed3d6413b507ae34ec88a68d82cea6060fd929bf3578d6273e8a44808b235eac3c21ea924414b0714b7ffdca056cbc99ea954eb40941	common_voice_vi_23891882.mp3	Con của tao Ngoan hiền lắm dễ thương biết nghe lời	2	0	twenties	male		vi	
244e585593b49da99068ed3d6413b507ae34ec88a68d82cea6060fd929bf3578d6273e8a44808b235eac3c21ea924414b0714b7ffdca056cbc99ea954eb40941	common_voice_vi_23891886.mp3	Mày lại mơ à	2	1	twenties	male		vi	
262a0d9b3b69874fab1ce13cc9489c1f9ae0039ee95e7a3c2c7db4a892fb220f688164f88500795c45b63a1cb25dcb3601bd9efc4ffbb94042e8001b8320e10b	common_voice_vi_25273559.mp3	nó cô đơn lặng lẽ nhìn em theo gia đình	2	0				vi	
262a0d9b3b69874fab1ce13cc9489c1f9ae0039ee95e7a3c2c7db4a892fb220f688164f88500795c45b63a1cb25dcb3601bd9efc4ffbb94042e8001b8320e10b	common_voice_vi_25284233.mp3	Nhi đã có nhiều cơ hội nhưng cô vẫn tự mình vứt bò	2	0				vi	
321d54f603d8bbb8d75d6f519b613e9ec03e9f8c5059d77333caba4bcc9efe4417ccbc9a653415f200c30a2d034eb44879549c21ce2e7e34fa0b14e9b512a9fb	common_voice_vi_26102963.mp3	Anh chàng chạy xe đáp ngay	2	0				vi	
321d54f603d8bbb8d75d6f519b613e9ec03e9f8c5059d77333caba4bcc9efe4417ccbc9a653415f200c30a2d034eb44879549c21ce2e7e34fa0b14e9b512a9fb	common_voice_vi_26102967.mp3	Chiều hoàng hôn tím đỏ những chân mây	2	0				vi	
42aec7a114e1d2b6d9e09a1da0a85dcb73681c5ecfdb1fce0ce4d717282840d337e6cca05942112b469616cdb0c5bb1db65c1da10b27e0b1edf63c06f5ce3f40	common_voice_vi_23763792.mp3	Thì cố học cho xong	2	0				vi	
42aec7a114e1d2b6d9e09a1da0a85dcb73681c5ecfdb1fce0ce4d717282840d337e6cca05942112b469616cdb0c5bb1db65c1da10b27e0b1edf63c06f5ce3f40	common_voice_vi_23763793.mp3	Nghe bà ấy nói mà Cả nhà em đều sợ hãi	2	0				vi	
55dce46ce3866d1cad0e9dcd03754f8a75ec229da83ffb8a47616d2e3565703d1dc32fdb0da22b7867de52b7a5b7d566f587a7fa55fa4c6fa6adba71d752f80e	common_voice_vi_27710010.mp3	Chết người rồi	2	0	thirties	male		vi	
55dce46ce3866d1cad0e9dcd03754f8a75ec229da83ffb8a47616d2e3565703d1dc32fdb0da22b7867de52b7a5b7d566f587a7fa55fa4c6fa6adba71d752f80e	common_voice_vi_27710013.mp3	Nồng nàn hoa sữa giữa bầu trời đêm	2	0	thirties	male		vi	
56732f299987398e4ee5d25d579e244ac7ad649fe9e86129a760dd8a2f8a86b658275083ca6911b60eb857abeef01a4b4f537133e283957c6673b1839e7734f1	common_voice_vi_25050909.mp3	Con sẽ thốt lên	2	0				vi	
56732f299987398e4ee5d25d579e244ac7ad649fe9e86129a760dd8a2f8a86b658275083ca6911b60eb857abeef01a4b4f537133e283957c6673b1839e7734f1	common_voice_vi_25050938.mp3	thầy lại cũng nói là bị che cơ mà	2	0	thirties	male		vi	
571f57a529d18e382637a5aef00c50bab181312c6b96a007da3ffccdd5921ae62f8fc64aa9564c9e9609dace78f418395becbeb314669771a3693cca9f9e3456	common_voice_vi_25152887.mp3	Đến rồi đấy mọi người	2	0				vi	
571f57a529d18e382637a5aef00c50bab181312c6b96a007da3ffccdd5921ae62f8fc64aa9564c9e9609dace78f418395becbeb314669771a3693cca9f9e3456	common_voice_vi_25152889.mp3	Mở cửa nhà cô chạy ngay lên phòng của mình	2	0				vi	
5ccc6dce01987a21d324f84e6f4e1ef73588248066d4e9aba090560f4413690736a629a91352ae44c17a5b9bcf64ca3085935ad8cd9b3ca641a8192568b5b910	common_voice_vi_27501155.mp3	Trời tháng mười e ấp những vì sao	2	0				vi	
5ccc6dce01987a21d324f84e6f4e1ef73588248066d4e9aba090560f4413690736a629a91352ae44c17a5b9bcf64ca3085935ad8cd9b3ca641a8192568b5b910	common_voice_vi_27501156.mp3	Chúng mình nguyện ước....	2	0				vi	
7d671e9f28c92dba4dbd81c205bd8718817e367ec34a48ee895e1d44ef3563af916062ff94ae8f8b54700f3a295dd2c038886200e184556330233ce0034f0393	common_voice_vi_23695846.mp3	bố liền nói	2	0				vi	
7d671e9f28c92dba4dbd81c205bd8718817e367ec34a48ee895e1d44ef3563af916062ff94ae8f8b54700f3a295dd2c038886200e184556330233ce0034f0393	common_voice_vi_23695847.mp3	Các bình chọn của Tuần báo Time	2	0				vi	
88599b1c7c90beccc99fd0b36c49344679a6e52279b50804053e940afa89aed912cb660cab7341f55d1b565f972861f291cc8df530e3161de671cf06471f89f8	common_voice_vi_23960969.mp3	Thôn e ri a ở đâu	2	1	twenties	male		vi	
88599b1c7c90beccc99fd0b36c49344679a6e52279b50804053e940afa89aed912cb660cab7341f55d1b565f972861f291cc8df530e3161de671cf06471f89f8	common_voice_vi_23960971.mp3	Đặt bát cháo ở lên bàn Quân liền hỏi	2	0	twenties	male		vi	
a94cc4cfae11629b30fdf76cecd585d5240b58eb5f79a3aa8ddcfb67320d937174dd4c1bbd711666eb1f82ccae32c280a075ff412aa8848998949b04eb0769a8	common_voice_vi_27648943.mp3	Bấc tràn về vuốt ve nhành hoa sữa	2	0				vi	
a94cc4cfae11629b30fdf76cecd585d5240b58eb5f79a3aa8ddcfb67320d937174dd4c1bbd711666eb1f82ccae32c280a075ff412aa8848998949b04eb0769a8	common_voice_vi_27648954.mp3	Giáo án mầm non chủ đề Thơ Tình bạn	2	0				vi	
b7e75082748bbac728c485145c06170d699717dd1c1207f94bb742d759e7d78778f94457b03b48a92ed941b18988242eb7927533f156dc501171c2cc7acdea57	common_voice_vi_26978664.mp3	Tôi đợi em sau những chiều tan học	2	0	twenties	female		vi	
b7e75082748bbac728c485145c06170d699717dd1c1207f94bb742d759e7d78778f94457b03b48a92ed941b18988242eb7927533f156dc501171c2cc7acdea57	common_voice_vi_26978678.mp3	Thu vội vã nhặt gom từng hạt nắng	2	0	twenties	female		vi	
d452be36c457f6dd9204b5aa6c94b9239eab7236303b3d8e32df142027188f73f4c52582950b99167642418e163b951f077e4e9b02f0f94c74d08e51f37aa80e	common_voice_vi_24931529.mp3	Nó hay nhốt Mình ở trong phòng	2	0				vi	
d452be36c457f6dd9204b5aa6c94b9239eab7236303b3d8e32df142027188f73f4c52582950b99167642418e163b951f077e4e9b02f0f94c74d08e51f37aa80e	common_voice_vi_24931542.mp3	A hồi liền quay sang thì kể	2	0	thirties	male		vi	
e6bb52cceeb5cc044cf14ebc42d57e467b6abf00b1f9fe6441ab8edeb148f0a13b0616a6dd7db4d95a95b210f99316fcc29b6882202ab11bf5f037b6d31e8d3a	common_voice_vi_24144113.mp3	Chinh thay váy ngủ rồi đi sang phòng thờ	2	0				vi	
